chr	start	end	enhancer	ATAC_ESC	ATAC_EpiLC	ATAC_EpiSC	H3K4me1_ESC	H3K4me1_EpiLC	H3K4me1_EpiSC	H3K4me2_ESC	H3K4me2_EpiLC	H3K4me2_EpiSC	H3K4me3_ESC	H3K4me3_EpiLC	H3K4me3_EpiSC	H3K9me2_ESC	H3K9me2_EpiLC	H3K9me2_EpiSC	H3K9me3_ESC	H3K9me3_EpiLC	H3K9me3_EpiSC	H3K27me2_ESC	H3K27me2_EpiLC	H3K27me2_EpiSC	H3K27me3_ESC	H3K27me3_EpiLC	H3K27me3_EpiSC	mCpG_ESC	mCpG_EpiLC	mCpG_EpiSC	H3K27ac_ESC	H3K27ac_EpiLC	H3K27ac_EpiSC
chr4	145464019	145464465	EpiLC_enhancer	29.3765	14.9155	4.74	7.104	3.6665	1.09545	32.765	25.475	3.8565	50.635	32.435	6.285	1.2395	0.7896	1.836	7.655	13.5	10.083	1.517	2.978	1.4805	2.053	6.9885	2.531	1.6372	45.55	89.14	32.82	11.496	2.3005
chr4	147363923	147367621	EpiLC_enhancer	33.11	28.21	11.5315	26.13	26.625	16.95	46.225	24.42	10.5585	43.405	8.9065	2.3041	1.4615	1.3173	2.4485	14.275	12.38	13.13	0.6793	0.8848	1.801	0.95285	1.649	1.18375	3.836	16.985	27.415	71.325	47.09	11.7205
chr4	147407062	147407524	EpiLC_enhancer	13.6425	10.79	10.7445	2.0585	1.46945	1.5835	11.915	11.0155	14.005	22.845	23.995	22.195	2.21573	0.9712	2.1697	4.38315	3.884	5.1175	1.26295	0.90665	1.2502	0.345595	1.48895	2.2617	3.24	16.085	44.84	15.315	12.415	8.012
chr4	147416385	147418781	EpiLC_enhancer	56.01	24.785	14.5455	21.49	17.295	10.715	31.4	14.38	7.2425	20.65	6.9345	3.8855	3.1455	2.272	4.8005	51.365	42.205	38.555	2.125	2.2305	3.4285	2.849	3.9345	3.004	8.9625	64.98	58.525	78.095	47.83	19.93
chr4	147442898	147443897	EpiLC_enhancer	34.855	34.59	18.989	14.53	14.93	7.0875	40.27	38.88	26.155	50.01	42.795	31.225	1.4005	1.0925	2.2495	3.4275	2.542	8.5325	3.7665	3.767	2.965	2.4985	4.691	2.6015	2.3076	20.075	51.58	35.13	22.935	15.395
chr4	147556326	147559769	EpiLC_enhancer	24.4005	15.965	7.738	17.745	13.915	12.415	30.05	14.49	7.2365	32.39	7.7355	2.153	0.75715	0.9227	1.851	3.668	5.9475	6.188	0.52545	0.54635	1.3915	0.4802	0.50725	0.71305	15.9345	52.15	80.585	60.89	30.565	9.0565
chr4	147636141	147639905	EpiLC_enhancer	31.385	27.823	10.511	25.07	25.955	16.985	45.545	23.185	10.003	41.815	9.9555	2.49	1.21685	1.3155	2.818	13.05	11.745	14.155	0.76815	0.90525	1.5175	0.8116	0.98845	1.2675	6.945	17.41	38.52	68.47	45.51	11.065
chr4	147695489	147699656	EpiLC_enhancer	23.772	13.4675	5.2765	10.551	13.695	9.719	44.475	22.625	6.537	72.055	27.755	2.981	0.79205	0.7879	1.808	2.808	7.756	8.983	0.4452	0.3787	1.7	0.2976	1.0155	1.147	0.1736	17.8465	25.12	71.205	41.195	10.125
chr4	149444618	149447712	EpiLC_enhancer	14.8	21.447	24.488	9.4675	12.23	9.094	17.74	14.76	19.965	8.794	5.167	9.859	0.43135	0.4077	0.93705	0.40345	0.7968	1.1903	0.60195	0.42225	0.72265	0.5174	0.35785	0.27995	6.13	23.445	27.0255	27.46	57.065	34.12
chr4	150371247	150372663	EpiLC_enhancer	15.102	15.838	18.6745	7.1015	6.151	4.824	21.37	28.185	28.75	23.22	41.745	50.14	0.2758	0.30785	0.4282	0.4607	0.58725	0.67585	1.7215	0.31345	0.3068	1.8025	0.546755	0.6151	1.0105	23.955	10.9425	5.0335	31.77	28.875
chr4	150523310	150524121	EpiLC_enhancer	12.9825	7.1445	5.134	11.865	10.4165	8.79	16.005	3.0115	4.404	7.53	0.6791	1.22755	0.27345	0.54085	0.8468	0.37855	0.5404	0.49005	0.44835	0.2431	0.4189	0.1116	0.31459	0.32045	2.8195	55.46	95.44	29	11.844	6.9085
chr4	150539968	150542769	EpiLC_enhancer	4.29	5.8323	5.3876	5.286	13.13	9.3245	2.5865	8.9895	8.181	0.4994	2.23045	1.2888	0.32905	0.3507	0.7677	0.21165	0.48085	0.991	0.4107	0.159935	0.25665	0.2719	0.291	0.4516	23.735	49.97	65.6	3.9555	24.315	12.51
chr4	150661586	150662868	EpiLC_enhancer	7.479	9.3445	5.52	10.31	12.74	6.577	11.8585	13.5385	3.4305	3.6535	5.011	0.7314	0.5497	0.6099	0.89455	0.52495	0.6077	1.5295	2.503	1.3485	1.634	3.535	0.9868	0.52155	2.7366	51.985	73.7	5.668	19.07	5.416
chr4	150684948	150686880	EpiLC_enhancer	4.2695	12.448	4.8775	1.698	17.8	7.641	1.804	8.2135	4.252	0.73595	1.663	0.4702	0.31775	0.72555	1.01095	0.29385	0.59555	0.9703	1.818	0.93465	1.6125	2.0075	0.3901	0.38235	17.25	63.91	75.83	1.001	19.37	3.651
chr4	150692304	150693443	EpiLC_enhancer	5.362	8.746	4.7755	2.295	8.295	2.666	3.106	6.443	2.6385	1.498	1.709	0.7166	0.6421	0.76465	1.02105	0.28538	0.9541	1.871	2.211	0.7402	1.3455	1.28	0.39565	1.175	18.26	72.47	81.76	1.8735	15.13	3.868
chr4	154246611	154247005	EpiLC_enhancer	9.0225	12.169	16.2255	3.3895	11.337	9.983	7.289	13.9765	18.675	4.258	9.3245	10.87	0.53935	0.66025	0.53585	0.32625	0.30055	0.42975	1.4125	1.2875	1.8295	4.632	1.1578	1.47535	6.3745	42.025	39.98	0.902	9.5505	8.8665
chr4	154496996	154497452	EpiLC_enhancer	10.9285	9.2385	12.625	10.87	11.2665	7.512	7.6475	8.1555	7.015	1.752	1.3355	0.73485	0.51155	0.9659	0.94055	0.3088	0.4792	0.4421	1.7305	1.9805	2.1255	1.5465	1.576	2.1035	9.874	90.275	59.49	8.568	7.5495	3.2155
chr5	24123056	24124863	EpiLC_enhancer	4.395	8.202	6.165	5.3715	9.8865	7.593	3.519	7.4345	7.4575	1.4885	1.20165	1.096	0.49265	0.22675	0.7327	0.7531	0.74495	0.9805	0.3129	0.4158	0.256625	0.1116	0.35	0.2026	22.91	41.045	67.525	3.3645	13.15	8.048
chr5	24749780	24752804	EpiLC_enhancer	44.635	29.925	37.54	6.8045	7.877	4.198	32.455	38.875	42.06	32.05	34.25	47.88	0.07778	0.16935	0.47925	0.4617	0.37385	0.5466	0.4452	0.69395	0.58405	0.3666	0.74085	0.91715	0.437425	8.8035	9.633	62.825	34.215	28.625
chr5	92140615	92141010	EpiLC_enhancer	4.0225	4.0985	2.26855	4.0655	3.753	3.3105	6.5055	5.814	4.132	10.0245	8.725	7.349	0.7213	0.61945	0.74645	1.899	1.02165	0.53475	1.3775	0.89565	0.71385	3.5035	2.442	0.8915	25.04	68.925	96.65	4.0385	5.1515	3.91
chr5	92239808	92240249	EpiLC_enhancer	10.5595	9.5325	5.292	3.9565	7.004	2.3887	10.4685	9.1515	1.59275	6.401	3.627	0.7279	0.729	0.9042	1.0177	0.42485	0.75545	0.68795	1.7995	1.0359	1.5825	1.3555	0.7967	0.86705	12.3475	57.295	83.39	4.162	8.212	1.971
chr5	102013952	102016123	EpiLC_enhancer	15.7625	16.581	2.5213	11.195	14.4	2.7345	17.675	18.58	1.288	7.7695	4.2975	0.424	0.29985	0.76295	0.79795	0.35115	0.7367	2.075	0.33545	0.259735	0.35575	0.3652	0.173005	0.4317	3.403	33.76	94.975	15.945	23.615	1.739
chr5	103420359	103422083	EpiLC_enhancer	3.354	8.894	6.545	8.0085	17.765	8.8035	3.5325	9.558	5.9235	1.4175	1.723	1.21225	0.6643	0.5096	0.91085	0.5698	0.96685	0.7351	2.4695	0.80225	1.9835	4.598	0.5946	1.0027	12.2325	33.45	79.41	2.269	16.415	4.716
chr5	104002215	104004156	EpiLC_enhancer	12.685	15.605	5.0255	8.426	10.2305	5.3475	18.96	17.84	4.2235	11.86	9.8725	0.87945	0.06365	0.2309	0.6659	0.3462	0.59825	0.70815	0.47655	0.2431	1.0591	0.443	0.21625	0.36095	6.4125	39.645	90.37	19.735	36.43	3.582
chr5	114153245	114153824	EpiLC_enhancer	11.5395	9.5745	8.3685	8.4035	7.7265	6.1555	12.669	12.91	11.97	10.79	10.1905	10.5745	0.2579	0.3249	0.84465	0.2346	0.44445	1.0577	1.711	0.9052	1.0405	1.054	0.7786	0.291715	6.6795	42.99	64.07	10.9215	12.605	8.7855
chr5	114174789	114177603	EpiLC_enhancer	21.2415	20.8365	24.129	6.254	5.6365	2.66	25.805	27.265	29.605	33.365	34.635	39.995	0.2334	0.17225	0.60305	0.29885	0.6275	1.0114	0.29345	0.32885	0.46665	0.32195	0.5191	0.7072	0.1605	22.875	30.41	26.97	24.355	16.015
chr5	122190391	122192315	EpiLC_enhancer	13.1015	11.1645	6.82	13.715	12.775	7.1055	12.005	7.1835	5.0455	3.0165	1.0681	1.00145	0.1037	0.7443	0.58495	0.25055	1.516	2.555	0.40755	0.3979	0.61295	0.1826	0.4326	0.5171	1.9145	42.11	88.565	37.535	20.375	6.8365
chr5	127638641	127640106	EpiLC_enhancer	13.701	11.1125	4.207	8.8715	8.8965	5.4185	15.725	10.345	4.58	7.9425	4.153	0.80715	0.81705	0.61115	0.9107	1.82865	4.7245	5.0415	0.70915	0.4478	0.25665	0.305695	0.47425	0.5989	20.295	40.405	89.555	22.475	19.16	6.2525
chr5	135325660	135326970	EpiLC_enhancer	1.6941	7.948	6.048	0.48405	12.455	10.395	0.3637	7.0195	9.6465	0.21465	1.998	1.00985	0.7402	1.0984	1.0685	0.164345	0.47975	0.7863	0.74305	0.7965	1.0294	1.1567	0.5938	0.47515	30.445	75.055	73.31	0.2699	15.34	7.9655
chr5	147951236	147952474	EpiLC_enhancer	2.2751	7.4115	5.657	3.0925	6.1115	3.315	1.869	6.2105	4.5575	0.92875	1.85005	1.35	1.0418	0.8446	0.88195	3.6285	2.892	3.6865	1.34795	0.451	0.77585	0.58845	0.74715	1.0385	34.765	62.64	76.445	2.8275	18.28	6.2955
chr5	148175900	148176681	EpiLC_enhancer	3.689	4.22615	7.516	2.1095	3.582	2.755	1.5085	3.2555	4.8265	0.7272	0.88805	1.7325	0.6577	0.37855	0.63445	12.2475	7.792	7.028	0.36995	0.4318	0.4631	0.2063	0.4444	0.453	26.765	70.19	75.17	3.9105	8.9425	10.605
chr6	4891774	4893033	EpiLC_enhancer	9.8785	9.9085	4.559	7.4885	5.7545	2.9205	8.1565	6.373	2.0336	3.863	1.6305	0.54245	0.44745	0.3861	0.8203	0.6774	2.8375	2.4745	0.8969	0.579	1.16715	0.5025	0.43965	0.4214	5.3252	29.375	93	10.2375	16.905	1.9475
chr6	39779122	39782793	EpiLC_enhancer	6.415	14.644	12.028	5.1305	12.2945	7.639	11.278	21.07	25.22	5.0615	6.4895	10.4565	0.27675	0.16765	0.4946	0.2127	0.51005	0.182	1.721	0.2079	0.6525	0.8576	0.42865	0.30205	2.805	10.7505	19.305	2.86	48.6	24.385
chr6	54484483	54486257	EpiLC_enhancer	8.637	17.5605	16.1915	5.117	8.6895	7.9885	12.6035	24.33	23.59	7.807	21.24	19.93	0.7166	0.22465	0.72485	0.523	0.45765	0.72975	1.16615	0.87965	1.652	7.0915	1.577	1.948	10.9115	32.535	78.115	1.363	24.13	13.515
chr6	65795550	65798440	EpiLC_enhancer	15.3465	10.8595	4.951	7.6045	10.234	5.3255	9.28	6.864	2.0825	5.546	1.15345	0.63975	0.42665	0.32035	0.90165	1.0458	1.908	2.442	0.1693	0.2111	0.51915	0.2942	0.3028	0.3094	12.604	36.105	93.335	34.005	27.32	5.957
chr6	72535471	72535810	EpiLC_enhancer	3.9335	4.086	2.33105	4.27	4.976	3.323	4.8945	5.0845	2.383	2.558	1.23625	0.7227	0.37955	0.4181	0.3791	0.3611	0.3584	0.17775	1.2765	0.595	0.51325	0.2604	0.5584	0.25415	7.792	47.675	66.44	2.041	6.3105	2.514
chr6	108259631	108260915	EpiLC_enhancer	7.963	6.048	5.081	11.085	12.285	7.4515	7.46	7.65	5.754	2.9125	1.03595	1.01345	0.66855	0.53795	1.02245	0.29885	0.33635	0.5601	1.2702	0.387035	0.57405	0.43085	0.47585	1.3982	8.12	64.255	73.845	6.3825	14.72	6.038
chr6	108330317	108332689	EpiLC_enhancer	5.6735	8.9	2.9312	6.317	11.45	6.25	3.2205	5.319	1.5985	1.589	1.2165	0.67045	0.75085	0.47425	1.10995	0.45775	1.03305	0.90745	2.0925	0.41905	1.02015	0.6777	0.37515	0.37055	22.365	74.495	93.795	2.023	20.35	2.8815
chr6	108530028	108533344	EpiLC_enhancer	26.707	33.475	29.175	13.62	12.831	13.035	22.045	26.56	30.19	9.2185	9.225	8.3815	0.15085	0.2725	0.66825	0.2665	0.3799	0.5547	0.3386	0.531	0.8566	0.2638	0.47585	0.52965	0.1852	20.645	16.15	31.545	43.28	24.81
chr6	108557384	108558780	EpiLC_enhancer	4.0985	4.8955	6.0375	6.7355	7.81	7.3085	4.1125	4.497	4.3445	1.2598	1.11275	0.3988	1.2713	0.5974	0.86085	1.446	2.22	4.197	1.10865	0.3659	0.5817	0.2604	0.26895	0.4074	21.605	74.8	94.735	8.018	14.895	10.1655
chr6	108643961	108644499	EpiLC_enhancer	8.49	7.6815	7.9665	7.8835	8.6325	8.2725	4.65	6.161	8.347	1.875	1.4626	1.17545	0.36065	0.3994	0.7975	0.27395	0.7058	0.90495	1.693	0.563	0.9943	0.629	0.75895	0.2799	10.038	60.33	71.54	3.3975	7.461	8.185
chr6	112683863	112684493	EpiLC_enhancer	2.0604	2.06775	2.11045	2.779	3.593	4.4185	1.5915	1.611	2.652	0.6308	0.46145	0.209	0.7105	0.49715	0.7527	0.936315	1.29285	0.4093	0.57685	0.105535	0.22125	0.1488	0.255605	0.316765	31.785	71.275	92.115	3.4775	9.1855	7.245
chr6	117179648	117181117	EpiLC_enhancer	2.81335	12.0035	7.438	4.2455	14.56	6.8085	3.049	12.8	9.0545	1.6225	2.567	1.8895	0.57	0.35155	0.9543	0.8135	0.6933	0.7491	1.4745	0.8509	1.44855	3.0955	0.8219	2.089	32.055	44.86	61.59	1.2639	14.77	5.5135
chr6	122365206	122367745	EpiLC_enhancer	20	16.77	15.854	12.555	14.535	14.2	14.815	14.745	17.89	7.4865	4.2445	4.5975	0.693	0.61155	0.97635	0.59025	1.8165	2.7545	0.4295	0.31665	0.4366	0.2198	0.4011	0.279915	0.2604	38.245	43.27	42.655	34.205	27.655
chr6	122491121	122493098	EpiLC_enhancer	14.1695	13.6925	12.4525	8.6215	9.851	9.727	14.67	20.375	20.085	11.9605	11.38	17.535	0.20935	0.37275	0.6828	0.32875	0.3336	1.2486	1.40575	0.50155	1.249	2.539	0.605	1.2803	3.5695	24.85	57.005	10.3115	28.195	11.1125
chr6	136465996	136472119	EpiLC_enhancer	20.934	14.55	10.4825	8.0445	12.64	4.706	16.9635	12.101	3.3715	14.0095	3.9185	1.265	0.43845	0.3274	0.6549	7.459	3.908	12.315	0.11475	0.2399	0.4484	0.436225	0.50335	0.6166	3.5505	35.775	65.405	66.17	54.78	16.175
chr6	136475037	136476014	EpiLC_enhancer	5.565	7.9285	4.937	10.9575	11.35	6.6355	6.65	10.689	4.6525	2.856	2.7945	0.85765	1.065	0.6594	1.1117	5.6285	1.3015	3.4145	0.20695	0.8445	1.3215	0.2976	0.8612	0.4457	16.44	28.51	63.65	16.36	14.465	5.627
chr6	136531302	136533299	EpiLC_enhancer	16.269	8.065	5.0495	6.31	8.981	4.5805	15.06	9.224	4.9675	14.8775	2.934	1.245	0.33235	0.1851	1.12165	0.929	0.7196	2.2995	0.137935	0.17595	0.41595	0.0372	0.3028	0.3499	13.241	37.615	76.94	35.835	16.99	6.032
chr6	140192651	140193933	EpiLC_enhancer	6.4345	10.07	7.7715	7.192	11.495	9.269	7.816	11.1845	9.7015	2.9685	3.0975	2.0475	1.305	0.72805	1.3145	0.58775	1.0798	1.49	1.7035	1.5405	1.7935	0.6777	0.66145	0.63135	8.703	51.43	58.48	2.3645	12.0615	11.3285
chr6	140243090	140244138	EpiLC_enhancer	3.823	8.5375	5.455	1.5815	9.561	6.31	1.1723	8.0495	3.838	0.42055	1.71515	1.11105	1.2475	0.98865	1.5415	0.7646	0.7003	1.3235	1.486	0.8206	1.5376	0.8454	0.6253	0.44195	38.945	63.525	80.56	0.4345	11.465	4.0655
chr6	140263023	140265447	EpiLC_enhancer	1.19565	9.828	5.959	0.644	10.5595	7.676	0.2146	8.3335	7.522	0.4249	1.3495	0.9837	1.669	0.34115	1.22195	0.56785	1.5055	1.82	1.2325	0.3135	1.584	0.83885	0.35	0.7587	35.595	38.765	69.65	0.3621	24.985	9.7855
chr6	140335382	140338728	EpiLC_enhancer	13.108	17.203	14.3655	9.975	9.5055	8.6675	17.975	24.56	24.265	8.598	10.3745	10.6595	0.8557	0.28915	0.79355	0.90155	0.39425	1.19565	0.5706	0.07035	0.71675	0.38215	0.3736	0.42725	0.19715	14.75	4.0125	30.64	50.47	31.105
chr6	140444085	140445872	EpiLC_enhancer	8.0885	13.504	10.709	5.301	14.33	12.215	7.1775	10.3725	11.22	3.2665	2.07	2.2915	0.34555	0.50465	0.66905	0.24655	0.4731	0.6279	1.30555	0.3103	0.86095	0.489	0.29495	0.6077	17.205	63.22	62.51	3.4055	21.55	11.485
chr6	149134035	149138000	EpiLC_enhancer	1.53815	4.4925	3.9195	1.1697	8.439	5.7605	0.63195	2.0405	2.238	0.4731	0.55195	0.4963	0.57375	0.9058	1.1085	0.3661	2.0085	1.239	1.5535	0.58025	0.76695	0.46875	0.5293	0.4383	48.29	61.9	91.94	0.88045	12.881	7.789
chr7	25187886	25189427	EpiLC_enhancer	12.12295	16.272	9.9285	6.5975	12.8	6.4905	8.3295	16.075	5.943	2.7719	4.8355	1.26625	0.25455	0.38275	0.91125	0.37855	0.311	0.53045	1.485	0.76065	1.835	1.258	0.4326	0.8981	6.6545	18.5	53.185	7.6185	19.045	4.231
chr7	29292798	29293759	EpiLC_enhancer	14.1025	13.535	13.7835	17.91	24.04	22.03	14.7895	16.08	18.605	3.601	3.8655	3.4025	0.12586	0.6228	0.42825	0.2416	0.35565	0.41845	1.871	1.525	1.5315	0.81585	1.0565	0.92595	2.793	53.935	46.145	12.418	16.415	16.77
chr7	29301165	29301481	EpiLC_enhancer	8.336	9.8205	9.2985	1.8955	5.1495	4.368	3.019	5.6435	7.1015	1.469	1.776	1.8745	0.3432	0.7555	0.6333	0.1858	0.3915	0.2962	1.378	1.2603	1.3555	0.62765	0.7723	1.1831	18.612	39.78	34.7765	1.20465	6.415	4.5185
chr7	35501580	35502457	EpiLC_enhancer	4.85365	9.2685	10.05	1.9405	8.069	6.4395	1.722	4.212	7.2465	0.62205	0.8864	1.8215	0.3064	0.35615	1.04835	0.2406	0.2978	0.50835	1.3825	0.78815	1.5055	0.9196	0.37515	1.19925	42.665	88.465	86.84	1.2692	10.935	6.155
chr7	35527971	35533395	EpiLC_enhancer	31.5	19.24	16.756	10.8985	13.345	9.9815	17.535	12.471	11.575	6.847	2.333	2.3245	0.27815	0.2987	0.82345	1.01265	1.5955	1.8135	0.3104	0.105535	0.42005	0.4687	0.34215	0.2409	0.641	28.475	78.7	67.735	58.97	34.08
chr7	49070158	49072184	EpiLC_enhancer	6.067	14.255	14.535	5.2795	10.895	6.9355	3.243	9.415	9.467	0.88465	2.0625	1.611	1.05855	0.7756	0.9482	0.56785	0.6457	0.3635	1.988	0.53735	1.4385	0.5918	0.125825	0.57015	18.18	51.385	46.565	2.173	19.375	6.9205
chr7	49303414	49305036	EpiLC_enhancer	9.6035	16.2695	16.438	3.6195	5.9165	4.114	17.25	27.005	29.455	12.09	33.67	37.29	0.3088	0.15185	0.56765	0.3536	0.3612	0.2585	1.18505	0.7935	1.221	6.375	1.4903	3.8745	3.193	32.38	78.915	1.0174	17.955	9.6325
chr7	49447589	49451056	EpiLC_enhancer	12.5535	12.2435	7.2225	15.275	16.87	13.635	9.439	8.4155	3.8575	3.1625	1.22255	0.88815	0.51625	0.75715	0.69145	0.27495	0.50345	0.7319	1.8275	0.66535	0.83855	1.07695	0.4035	0.2873	0.21765	43.51	80.98	12.68	20.79	7.0365
chr7	49482089	49486905	EpiLC_enhancer	7.416	17.828	14.137	10.657	16.13	12.115	7.1425	25.39	20.43	2.442	11.1085	8.1485	0.4752	0.431	0.75745	0.24655	0.80505	0.4739	1.6165	0.3135	0.9811	0.7068	0.28475	0.72705	2.6273	24.54	21.438	3.872	46.535	21.12
chr7	49518188	49529654	EpiLC_enhancer	4.1601	6.512	5.1225	4.728	16.13	6.089	3.8488	15.6405	5.366	1.9198	9.6315	2.37275	0.3187	0.3944	0.8038	0.3083	0.75325	0.4416	1.5425	0.5975	1.319	3.914	0.5584	2.6205	9.05	52.235	56.06	0.9217	14.52	4.644
chr7	88047629	88048192	EpiLC_enhancer	3.97525	7.70615	3.0275	2.3165	6.732	5.088	1.1028	3.3345	2.8175	0.41175	0.8272	0.55725	0.3795	0.3765	0.7582	0.3013	0.2178	2.087	0.5737	0.17915	0.4749	0.4396	0.31855	0.32415	34.705	62.83	98.335	1.0008	10.84	4.062
chr7	99558038	99560539	EpiLC_enhancer	10.257	18.1875	16.7465	7.0485	16.755	14.57	6.817	14.981	15.97	2.01515	3.7365	3.8905	0.63835	0.49925	0.6922	0.4119	0.5266	0.40015	1.445	0.76385	1.963	1.8985	0.7967	0.91495	12.1205	32.165	43.065	4.39	30.6	17.155
chr7	99579203	99580325	EpiLC_enhancer	3.76	12.7635	10.067	3.416	10.166	8.027	4.128	20.295	20.515	2.1695	18.045	16.3085	0.5681	0.73055	0.97765	0.6166	0.3656	0.52775	0.654	0.99205	1.7025	7.323	2.252	1.31475	10.404	47.335	45.98	0.5465	12.385	6.557
chr7	110163611	110165955	EpiLC_enhancer	23.323	20.879	24.745	8.6595	7.2575	6.283	21.655	21.005	25.35	16.005	16.205	24.225	0.12963	0.08943	0.46395	0.3262	0.4191	0.80145	0.29535	0.2399	0.43185	0.20965	0.173	0.138485	0.479	30.05	24.664	40.645	40.31	25.2
chr7	113260128	113261096	EpiLC_enhancer	10.7975	6.9315	6.0595	9.338	8.438	8.1055	16.9	5.2775	4.981	13.57	1.487	1.33895	0.40875	0.68635	0.82175	3.13125	2.225	2.577	1.02635	1.20505	1.328	0.5208	1.23095	0.73225	5.9325	41.815	78.945	37.125	10.89	11.095
chr7	126300769	126303020	EpiLC_enhancer	27.1665	11.433	6.9915	12.952	10.8925	7.0245	22.62	6.7395	6.9595	17.185	1.5235	1.3775	0.210275	0.72555	0.94695	0.45325	2.6445	2.9935	0.50415	1.2095	1.451	0.1488	1.238	1.0275	1.766	67.345	88.83	50.21	20.385	18.655
chr7	126323650	126327965	EpiLC_enhancer	21.4935	19.208	16.812	12.2375	15.434	14.585	20.795	19.55	18.68	12.83	7.0435	4.471	0.146145	0.3162	0.6439	0.51805	0.842	0.9861	0.26775	0.21115	0.6991	0.2286	0.4192	0.56355	1.0175	17.84	51.43	51.845	74.15	34.93
chr7	126343840	126346732	EpiLC_enhancer	7.9435	12.124	5.3805	9.0675	13.475	10.1905	11.496	13.094	5.0445	4.761	3.0265	1.08845	0.2475	0.264615	0.82105	0.2416	0.5707	0.92085	1.00945	0.2303	0.97555	0.4261	0.3854	0.56575	0.7085	31.835	64.275	9.277	38.635	7.275
chr7	126354840	126357681	EpiLC_enhancer	5.226	9.609	5.5365	8.3225	16	10.6495	4.4475	7.777	3.0135	1.612	1.26235	0.8794	0.1556	1.1835	1.3025	0.3561	0.81895	0.7028	2.298	1.17415	2.6015	1.495	0.83365	0.954	5.5415	52.78	86.965	2.449	20.45	3.485
chr7	127103832	127105337	EpiLC_enhancer	15.192	13.784	11.323	7.8725	10.455	7.377	9.3885	11.4305	9.802	4.9885	4.9835	6.9895	0.33475	0.654	1.30385	0.2376	0.2487	0.67855	0.76555	0.9755	1.4875	0.9683	0.6851	0.4287	9.126	46.445	58.44	6.6245	19.325	11.445
chr7	127924623	127926414	EpiLC_enhancer	2.6845	9.369	5.7275	1.816	13.955	7.825	1.412	8.4765	4.7835	0.71845	2.182	1.421	0.84715	0.6619	0.83485	2.6425	3.738	0.71515	1.2056	0.38385	0.8361	0.1542	0.2989	0.5193	45.77	57.24	92.14	1.48395	23.645	6.556
chr7	128430539	128431032	EpiLC_enhancer	3.75415	12.365	9.0615	2.198	10.0475	6.228	1.7079	10.111	7.886	0.38985	2.9335	3.2824	0.7425	1.1335	1.1214	0.4707	0.49625	0.7001	1.3105	0.99485	1.3925	1.505	0.80615	0.76245	30.73	70.025	79.27	0.43455	9.74	6.29
chr7	144901116	144903160	EpiLC_enhancer	5.745	11.217	3.7865	6.8135	14.495	6.456	3.464	9.0945	5.1195	0.8936	1.9955	0.97495	0.4795	0.79715	1.0475	0.5404	1.5966	0.96755	2.153	0.4286	1.765	2.314	0.63155	1.536	5.44	30.646	79.955	2.707	23.08	4.7835
chr8	10664378	10666321	EpiLC_enhancer	12.512	13.5415	17.4325	11.2855	14.465	11.685	7.894	13.955	11.61	1.8055	2.907	1.934	0.36065	0.36195	0.6694	0.9839	0.67655	0.7997	1.3355	0.7005	0.705	0.58775	0.2556	0.68065	0.26419	36.81	36.685	4.557	19.86	7.4255
chr8	31799689	31800978	EpiLC_enhancer	1.1671	4.7155	4.1135	1.2835	4.0835	2.536	0.31	1.20855	1.4638	0.4319	0.6094	0.31605	1.289	0.65815	0.88595	1.572	2.5765	2.184	0.61135	0.35316	0.74805	0.1826	0.2658	0.364615	28.72	69.86	71.11	1.422	15.985	6.8105
chr8	80858451	80859824	EpiLC_enhancer	13.1595	8.5165	3.0641	2.431	4.3005	3.542	22.915	16.15	1.3374	63.73	35.975	1.6135	0.20175	0.4876	1.0891	0.264	2.023	1.4095	0.149235	0.5137	1.06825	0.2009	0.6229	0.55985	0.20465	25.865	92.87	26.06	15.935	1.864
chr8	94422338	94423913	EpiLC_enhancer	3.2455	11.954	5.6305	0.95515	10.6505	6.2785	0.80505	7.3135	1.761	0.4731	1.715	0.4702	1.629	1.568	1.564	0.71225	1.271	1.24115	1.389	1.0172	1.466	0.8962	0.41685	0.8691	30.03	66.64	98.865	0.4345	18.095	1.612
chr8	107819455	107821494	EpiLC_enhancer	3.0715	8.369	3.9095	7.3355	15.08	8.13	2.8185	12.185	5.248	0.93755	2.537	1.32	0.54455	0.5221	0.6337	0.21915	0.6441	0.88105	1.93	0.71205	1.661	2.7795	0.7613	1.1883	10.691	31.375	77.215	1.61	19.77	3.9165
chr8	107823920	107825721	EpiLC_enhancer	3.9385	8.9805	6.761	4.521	9.041	4.459	7.303	17.715	17.06	3.8985	10.517	13.033	0.5516	0.4701	0.8584	0.35115	0.6755	0.8322	1.8465	0.37745	1.2835	3.064	0.42865	2.7845	14.575	31.48	48.35	0.777	23.72	7.9295
chr8	111747825	111750311	EpiLC_enhancer	6.6735	10.5205	6.2285	9.672	8.2855	8.296	8.414	6.382	5.508	3.0575	1.5115	1.592	0.6927	0.54915	0.90495	1.0319	3.201	2.7775	1.6515	0.62245	0.96635	0.7352	0.72735	0.5768	7.1704	56.725	87.17	8.2155	23.525	8.497
chr8	111768740	111770523	EpiLC_enhancer	14.983	11.358	7.329	13.16	14.235	12.4	20.1	11.11	6.706	9.33	2.3065	1.6185	0.33	0.213815	0.7637	0.40845	0.4218	0.4739	0.445195	0.21115	0.3245	0.20695	0.3775	0.3978	0.70865	45.165	77.86	42.01	29.385	6.6695
